,Country,Country_Code,0-250,250-500,500-750,750-1000,1000-1250,1250-
82,Equatorial Guinea,GNQ,0.001037866993935675,0.9440498782210808,0.0549122547849835,0.0,0.0,0.0
83,Grenada,GRD,0.006352567496029645,0.9798835362625727,0.013763896241397565,0.0,0.0,0.0
84,Guatemala,GTM,0.3839986534861572,0.6147903051003317,0.001211041413511117,0.0,0.0,0.0
85,French Guiana,GUF,0.5470439900265527,0.4528750566673143,8.095330613302248e-05,0.0,0.0,0.0
86,Guam,GUM,0.0,1.0,0.0,0.0,0.0,0.0
87,Iran,IRN,0.02598322377885488,0.9698559192616693,0.004160856959475909,0.0,0.0,0.0
88,Sudan,SDN,0.04633333333333333,0.9536666666666667,0.0,0.0,0.0,0.0
89,Vietnam,VNM,0.5104431830475267,0.48939424457937686,0.00016257237309642394,0.0,0.0,0.0
90,Vanuatu,VUT,6.072014087072682e-05,0.9633857550549517,0.03655352480417755,0.0,0.0,0.0
91,Honduras,HND,0.06604485129210948,0.8709705348089516,0.0629846138989389,0.0,0.0,0.0
92,Sierra Leone,SLE,0.1834777773168936,0.8163945433617122,0.00012767932139412858,0.0,0.0,0.0
93,El Salvador,SLV,0.2736744486316021,0.7261206055125311,0.00020494585586670322,0.0,0.0,0.0
94,Liberia,LBR,0.18845070422535212,0.8114498757249379,9.942004971002485e-05,0.0,0.0,0.0
95,Sri Lanka,LKA,0.041725203708907,0.9425030685733722,0.015771727717720826,0.0,0.0,0.0
96,Cambodia,KHM,0.20981695802983563,0.7898556917812527,0.0003273501889116977,0.0,0.0,0.0
97,Kiribati,KIR,0.0,1.0,0.0,0.0,0.0,0.0
98,Saint Kitts and Nevis,KNA,0.017123287671232876,0.9828767123287672,0.0,0.0,0.0,0.0
99,Saint-Martin,MAF,0.0,1.0,0.0,0.0,0.0,0.0
100,Madagascar,MDG,0.5390235408733118,0.4597586697439787,0.001217789382709435,0.0,0.0,0.0
101,Maldives,MDV,0.0,1.0,0.0,0.0,0.0,0.0
102,Mexico,MEX,0.22746383017170602,0.7143561711639163,0.05817803451404957,1.96415032820952e-06,0.0,0.0
103,Marshall Islands,MHL,0.0,1.0,0.0,0.0,0.0,0.0
104,New Caledonia,NCL,0.050209968415007654,0.9400423526033691,0.009747678981623277,0.0,0.0,0.0
105,Peru,PER,0.0030769932078224004,0.9968774217076173,4.558508456033186e-05,0.0,0.0,0.0
106,Philippines,PHL,0.01207814494607538,0.7817188659820767,0.20620298907184784,0.0,0.0,0.0
