,Country,Country_Code,0-250,250-500,500-750,750-1000,1000-1250,1250-
0,Angola,AGO,0.018496375590319296,0.7073967761736311,0.27404653011116276,6.031812488690351e-05,0.0,0.0
1,Anguilla,AIA,0.05,0.95,0.0,0.0,0.0,0.0
2,United Arab Emirates,ARE,0.04268649569011387,0.928155262317761,0.029158241992125147,0.0,0.0,0.0
3,Bahrain,BHR,0.025602409638554216,0.9713855421686747,0.0030120481927710845,0.0,0.0,0.0
4,Bahamas,BHS,1.3481740330895835e-06,0.06776259733816518,0.9304625315472723,0.0017735229405293471,0.0,0.0
5,Eritrea,ERI,0.009986635531861774,0.9056116079951829,0.08315342703147259,0.0012483294414827218,0.0,0.0
6,Fiji,FJI,4.128470126586758e-05,0.5212940591314879,0.4786646561672463,0.0,0.0,0.0
7,Belize,BLZ,0.009222422805359532,0.9328172247468031,0.05796035244783738,0.0,0.0,0.0
8,Brunei,BRN,0.0,0.0755609138791983,0.9244048840549969,3.420206580477461e-05,0.0,0.0
9,New Zealand,NZL,0.02172310170699216,0.8984169274141083,0.0798599708788996,0.0,0.0,0.0
10,Oman,OMN,0.09895833333333333,0.9010416666666666,0.0,0.0,0.0,0.0
11,Pakistan,PAK,0.38901189767550753,0.6109806304746866,7.471849805856436e-06,0.0,0.0,0.0
12,China,CHN,0.33543398283144843,0.6620179861016487,0.002548031066902848,0.0,0.0,0.0
13,Côte d'Ivoire,CIV,0.08366329807142998,0.911175462443118,0.005161239485452002,0.0,0.0,0.0
14,Cameroon,CMR,0.0002719090736057862,0.6434293172363161,0.3495756982501415,0.0067230754399365215,0.0,0.0
15,Democratic Republic of the Congo,COD,0.0,0.8118185944786036,0.18818140552139645,0.0,0.0,0.0
16,Republic of Congo,COG,0.0,0.4842508095378275,0.5157491904621725,0.0,0.0,0.0
17,Senegal,SEN,0.06373712231807296,0.9356290443157776,0.000633833366149376,0.0,0.0,0.0
18,Singapore,SGP,0.0,0.19552096569250318,0.8044790343074968,0.0,0.0,0.0
19,Solomon Islands,SLB,1.1507391581192319e-05,0.15390944449985042,0.8428416352770597,0.0032374128315087723,0.0,0.0
20,Haiti,HTI,0.021855830797035722,0.6943072716156383,0.2838368975873259,0.0,0.0,0.0
21,Indonesia,IDN,0.0001928039811729346,0.1425309603652369,0.8496447464953926,0.007631489158197571,0.0,0.0
22,India,IND,0.7427150962605968,0.17838319033659233,0.07888841138039179,1.3302022419023939e-05,0.0,0.0
23,Jamaica,JAM,0.012062549446685484,0.7690632233866951,0.21887422716661944,0.0,0.0,0.0
24,Japan,JPN,0.00778570766521457,0.9447585503753824,0.047455741959403094,0.0,0.0,0.0
25,Kenya,KEN,0.03491055090556942,0.8449052408803182,0.12018420821411244,0.0,0.0,0.0
26,Puerto Rico,PRI,0.007547443666315904,0.7966907362386153,0.195749724832783,1.2095262285762667e-05,0.0,0.0
27,Saint Lucia,LCA,0.0,0.7907385697538101,0.20926143024618993,0.0,0.0,0.0
